,fraction,value
145,0.0027529932195090767,1.725338522696271
146,0.0024713019947388056,1.7596606897049645
147,0.002883061794564963,1.793982856713658
148,0.002099925293029491,1.8283050237223515
149,0.0019180771362939163,1.862627190731045
150,0.0022830122258168787,1.8969493577397376
151,0.001950780079003353,1.9312715247484311
152,0.0019812533179518295,1.9655936917571246
153,0.0015152363843423573,1.9999158587658181
154,0.001771409357956025,2.0342380257745116
155,0.0010707736418067632,2.068560192783205
156,0.0013460233708060619,2.1028823597918986
157,0.0024720451905206656,2.137204526800592
158,0.0013660910539008398,2.1715266938092856
159,0.0009783629972521864,2.205848860817979
160,0.0010427779549619127,2.2401710278266727
161,0.0010313814713990672,2.274493194835366
162,0.000853497258330839,2.3088153618440597
163,0.0009741513216575531,2.343137528852753
164,0.0008790154512797531,2.3774596958614467
165,0.0009238581315415851,2.41178186287014
166,0.0008450737907261931,2.4461040298788337
167,0.0006426623706258873,2.480426196887527
168,0.000494260410589299,2.5147483638962207
169,0.0003255429191152666,2.549070530904914
170,0.0003703855993770986,2.5833926979136077
171,0.000433561751931167,2.617714864922301
172,0.00033669167075082534,2.6520370319309947
173,0.0005351390889760948,2.686359198939688
174,0.00023560984121623826,2.7206813659483817
175,0.000291353497530575,2.7550035329570752
176,0.00021925836986151994,2.7893256999657687
177,5.1036411363692456e-05,2.8236478669744622
178,0.00012114953445724882,2.8579700339831557
179,6.837887954918922e-05,2.8922922009918492
180,2.229746143434052e-05,2.9266143680005428
181,7.556361475778933e-05,2.9609365350092363
182,0.0001293252774105692,2.9952587020179298
183,4.9797664415724246e-05,3.0295808690266233
184,4.781566711618675e-05,3.0639030360353168
185,0.00016153271260966508,3.0982252030440103
186,2.8986700046541704e-05,3.132547370052704
187,2.2297460524845365e-06,3.1668695370613973
188,1.2387478574633621e-06,3.201191704070091
189,1.4864974062186558e-06,3.2355138710787843
190,2.2297460524845365e-06,3.269836038087478
191,0.0,3.3041582050961713
192,9.909983087080684e-07,3.338480372104865
193,2.477495771770171e-07,3.3728025391135583
194,9.909983087080684e-07,3.407124706122252
195,0.0,3.4414468731309453
196,3.7162435723900864e-06,3.475769040139639
197,1.2387478574633621e-06,3.5100912071483323
198,2.477495771770171e-07,3.544413374157026
199,1.2387478574633621e-06,3.5787355411657193
200,0.0,3.613057708174413
201,2.477495771770171e-07,3.6473798751831055
